transaction_id,user_id,product_id,purchase_date,quantity,amount,discount_amount,payment_method,order_status
T00696,U04929,P0096,2023-12-27 22:19:09,2,1400.0,0.0,UPI,Success
T00697,U03521,P0131,2024-01-28 13:25:56,1,1000.0,0.0,UPI,Success
T00698,U01016,P0187,2024-01-01 11:04:24,1,2790.0,310.0,Wallet,Success
T00699,U05105,P0035,2024-05-26 13:41:39,1,6075.0,2025.0,UPI,Success
T00700,U07580,P0005,2024-05-19 08:01:18,1,1190.0,210.0,Card,Success
T00701,U04586,P0128,2024-01-16 21:03:58,1,600.0,0.0,UPI,Success
T00702,U06486,P0146,2024-12-01 17:57:14,1,3520.0,880.0,Card,Success
T00703,U09189,P0159,2024-06-08 13:16:30,1,3700.0,0.0,Wallet,Success
T00704,U06973,P0153,2023-09-13 14:29:13,1,2700.0,300.0,Card,Success
T00705,U06919,P0091,2024-02-06 10:14:29,1,210.0,90.0,NetBanking,Success
T00706,U09162,P0080,2024-09-20 22:46:09,3,1125.0,375.0,Card,Success
T00707,U08248,P0018,2024-07-12 16:54:33,1,3920.0,1680.0,UPI,Success
T00708,U04971,P0144,2024-10-30 13:36:00,1,4465.0,235.0,NetBanking,Success
T00709,U02071,P0194,2024-07-28 21:47:07,1,380.0,20.0,Wallet,Failed
T00710,U08155,P0134,2024-04-04 06:41:35,1,1520.0,380.0,UPI,Success
T00711,U06483,P0096,2024-05-16 17:57:49,1,630.0,70.0,Card,Success
T00712,U02259,P0176,2024-05-17 09:03:40,1,3700.0,0.0,UPI,Success
T00713,U02787,P0127,2023-03-20 13:44:08,1,1000.0,0.0,Card,Success
T00714,U01479,P0107,2024-07-10 19:19:08,1,600.0,0.0,UPI,Success
T00715,U02998,P0085,2024-11-07 22:11:40,2,1440.0,360.0,Wallet,Refunded
T00716,U09649,P0150,2024-07-20 08:27:56,1,1445.0,255.0,UPI,Success
T00717,U00181,P0089,2024-12-11 13:33:38,3,960.0,240.0,Card,Success
T00718,U01516,P0141,2024-12-16 00:11:30,1,3895.0,205.0,UPI,Success
T00719,U00106,P0075,2024-11-16 20:06:38,1,425.0,75.0,UPI,Success
T00720,U07106,P0057,2024-11-28 19:51:14,1,360.0,40.0,Card,Success
T00721,U08292,P0187,2024-08-09 22:48:55,2,5890.0,310.0,UPI,Success
T00722,U02461,P0075,2024-01-27 22:19:27,1,500.0,0.0,UPI,Success
T00723,U08611,P0051,2024-12-12 23:20:47,2,1400.0,0.0,UPI,Success
T00724,U06177,P0089,2024-11-01 09:40:55,1,340.0,60.0,Card,Success
T00725,U02734,P0123,2024-04-18 20:12:07,1,2000.0,0.0,UPI,Success
T00726,U03167,P0010,2023-09-10 08:54:40,1,900.0,100.0,UPI,Success
T00727,U02299,P0078,2024-04-12 23:57:31,1,285.0,15.0,NetBanking,Success
T00728,U07106,P0057,2024-11-28 19:56:14,1,360.0,40.0,UPI,Success
T00729,U03975,P0057,2024-11-22 08:15:24,1,360.0,40.0,UPI,Success
T00730,U07198,P0037,2024-12-10 08:05:50,1,4880.0,1220.0,NetBanking,Success
T00731,U00834,P0155,2023-12-14 16:42:06,2,7980.0,420.0,Card,Success
T00732,U08605,P0011,2024-05-21 21:33:48,1,4240.0,1060.0,Card,Success
T00733,U08483,P0024,2023-12-05 18:09:43,1,9900.0,0.0,UPI,Success
T00734,U03412,P0137,2023-03-05 15:40:21,1,1045.0,55.0,UPI,Success
T00735,U08713,P0028,2024-02-19 09:34:56,1,3800.0,0.0,UPI,Success
T00736,U01335,P0101,2024-01-10 17:02:20,1,1900.0,0.0,Wallet,Failed
T00737,U02982,P0087,2024-01-19 14:50:24,1,200.0,0.0,NetBanking,Success
T00738,U04798,P0167,2024-05-05 08:06:13,1,1700.0,300.0,Card,Failed
T00739,U02801,P0113,2024-03-11 00:23:42,1,990.0,110.0,NetBanking,Success
T00740,U06780,P0187,2024-06-08 08:55:10,1,2790.0,310.0,Card,Success
T00741,U06600,P0038,2024-11-02 06:41:55,2,4590.0,810.0,UPI,Success
T00742,U00274,P0006,2024-12-24 08:22:40,2,7800.0,0.0,NetBanking,Success
T00743,U00171,P0099,2022-12-24 20:06:04,1,255.0,45.0,UPI,Success
T00744,U07944,P0165,2024-03-25 08:43:44,1,4500.0,0.0,Card,Success
T00745,U03639,P0115,2024-09-15 15:15:12,1,720.0,80.0,Card,Success
T00746,U01890,P0189,2024-11-22 17:01:31,1,3780.0,420.0,Card,Success
T00747,U01231,P0109,2024-10-23 14:53:16,1,1020.0,180.0,NetBanking,Success
T00748,U00085,P0087,2024-12-26 09:21:10,1,160.0,40.0,UPI,Success
T00749,U08671,P0188,2024-12-18 11:18:32,1,2945.0,155.0,Card,Success
T00750,U08550,P0194,2024-02-21 14:04:28,2,680.0,120.0,Card,Success
T00751,U02996,P0129,2024-03-01 07:02:47,1,1800.0,0.0,Card,Failed
T00752,U05273,P0057,2024-05-15 08:27:10,3,1020.0,180.0,NetBanking,Success
T00753,U02448,P0165,2024-06-11 18:18:41,1,4500.0,0.0,NetBanking,Failed
T00754,U07827,P0162,2024-06-12 17:03:20,1,1700.0,0.0,NetBanking,Success
T00755,U09212,P0072,2024-11-12 16:36:06,1,675.0,225.0,UPI,Success
T00756,U02040,P0026,2024-09-02 19:20:32,1,3280.0,820.0,Card,Refunded
T00757,U02468,P0166,2024-05-03 07:24:20,1,3920.0,980.0,Wallet,Success
T00758,U03639,P0088,2024-10-04 22:21:09,1,855.0,45.0,Wallet,Success
T00759,U00847,P0145,2023-11-16 15:34:09,1,900.0,0.0,UPI,Success
T00760,U05272,P0161,2023-07-14 15:59:57,2,3200.0,800.0,UPI,Success
T00761,U05019,P0075,2024-03-25 10:20:16,1,475.0,25.0,Card,Failed
T00762,U06607,P0062,2024-07-07 20:15:42,1,720.0,180.0,Wallet,Success
T00763,U01248,P0005,2024-11-22 16:14:22,1,1400.0,0.0,UPI,Success
T00764,U00757,P0159,2024-06-08 22:21:07,2,6660.0,740.0,Card,Success
T00765,U06034,P0045,2024-04-12 15:39:48,1,3960.0,440.0,Card,Success
T00766,U08124,P0199,2024-07-23 06:20:13,1,1440.0,360.0,Card,Success
T00767,U07147,P0012,2024-04-01 08:13:05,1,4505.0,795.0,Card,Refunded
T00768,U06075,P0099,2024-09-20 14:38:45,1,300.0,0.0,Card,Success
T00769,U05288,P0036,2024-12-17 20:49:41,1,7980.0,420.0,Card,Failed
T00770,U09828,P0105,2024-10-20 22:39:21,1,2070.0,230.0,UPI,Success
T00771,U05474,P0033,2024-11-27 09:34:45,1,6000.0,0.0,UPI,Success
T00772,U03459,P0141,2024-11-11 15:12:17,1,4100.0,0.0,Card,Success
T00773,U06224,P0106,2023-05-28 12:56:56,1,1800.0,200.0,UPI,Success
T00774,U08889,P0073,2024-01-16 22:50:49,1,300.0,0.0,Card,Refunded
T00775,U09001,P0154,2024-10-14 21:46:48,2,4320.0,480.0,Wallet,Success
T00776,U02216,P0059,2024-09-17 18:28:13,1,760.0,40.0,Card,Success
T00777,U06790,P0003,2024-01-04 15:57:05,1,2300.0,0.0,Card,Success
T00778,U01446,P0139,2024-11-22 13:52:46,1,1170.0,130.0,UPI,Success
T00779,U04128,P0097,2024-06-29 10:55:52,1,360.0,40.0,UPI,Success
T00780,U08232,P0019,2024-11-14 16:08:13,1,1800.0,0.0,NetBanking,Success
T00781,U00882,P0072,2024-03-18 21:35:13,1,765.0,135.0,UPI,Success
T00782,U02697,P0091,2024-08-13 21:08:39,1,285.0,15.0,Wallet,Success
T00783,U09220,P0085,2024-07-11 20:22:36,2,1710.0,90.0,Card,Success
T00784,U09121,P0097,2023-01-16 17:11:39,1,320.0,80.0,Wallet,Success
T00785,U00784,P0042,2024-09-11 16:26:36,1,6555.0,345.0,NetBanking,Success
T00786,U02378,P0144,2024-10-28 00:22:20,1,4700.0,0.0,Card,Success
T00787,U03771,P0095,2024-08-25 11:58:55,1,665.0,35.0,UPI,Success
T00788,U02407,P0153,2024-01-05 22:49:26,1,2400.0,600.0,UPI,Success
T00789,U01054,P0083,2024-08-13 16:57:27,2,1280.0,320.0,Card,Success
T00790,U02998,P0022,2024-07-20 09:06:43,1,8190.0,910.0,UPI,Success
T00791,U08881,P0138,2024-04-08 11:22:21,1,1600.0,0.0,UPI,Success
T00792,U04808,P0051,2024-11-19 15:46:46,1,630.0,70.0,Card,Failed
T00793,U04759,P0070,2024-03-26 22:36:13,2,1280.0,320.0,Card,Success
T00794,U00389,P0113,2023-12-27 15:35:54,1,1100.0,0.0,Wallet,Success
T00795,U03692,P0023,2024-12-23 11:35:20,1,5225.0,275.0,UPI,Success
T00796,U08911,P0131,2024-07-03 21:27:20,1,950.0,50.0,UPI,Success
T00797,U03201,P0046,2024-09-18 10:02:00,2,7990.0,1410.0,Wallet,Success
T00798,U04350,P0076,2024-04-26 22:04:48,1,680.0,120.0,UPI,Success
T00799,U03140,P0181,2024-10-15 18:12:44,1,2090.0,110.0,UPI,Success
T00800,U04458,P0082,2024-06-22 07:13:58,1,200.0,0.0,UPI,Success
T00801,U02509,P0043,2023-07-12 14:15:25,1,7600.0,400.0,NetBanking,Success
T00802,U03417,P0040,2024-09-01 13:01:25,3,9000.0,0.0,Card,Success
T00803,U06271,P0066,2024-03-14 17:24:26,1,270.0,30.0,UPI,Success
T00804,U03211,P0168,2024-04-06 00:07:58,1,425.0,75.0,Wallet,Success
T00805,U02238,P0070,2023-12-31 19:34:34,1,800.0,0.0,UPI,Success
T00806,U07194,P0001,2024-11-24 15:28:56,1,8190.0,910.0,Card,Success
T00807,U06371,P0113,2024-12-28 13:50:46,1,1045.0,55.0,NetBanking,Refunded
T00808,U04398,P0015,2024-08-07 18:09:39,1,4760.0,2040.0,UPI,Success
T00809,U00018,P0181,2024-06-23 19:27:07,1,2200.0,0.0,Card,Success
T00810,U04776,P0191,2024-11-09 13:46:08,2,3000.0,0.0,UPI,Success
T00811,U08715,P0080,2024-05-24 16:12:45,1,425.0,75.0,Wallet,Success
T00812,U03771,P0060,2024-09-01 07:32:48,1,425.0,75.0,UPI,Success
T00813,U08028,P0013,2023-12-20 07:00:01,1,1980.0,220.0,Card,Success
T00814,U06657,P0151,2024-05-08 21:00:16,1,2465.0,435.0,UPI,Success
T00815,U08872,P0064,2024-11-05 11:17:26,1,425.0,75.0,UPI,Success
T00816,U00322,P0060,2024-09-17 08:05:55,1,500.0,0.0,UPI,Success
T00817,U07924,P0136,2024-07-09 09:32:16,1,540.0,60.0,NetBanking,Success
T00818,U07906,P0099,2024-12-04 21:09:50,1,270.0,30.0,Card,Success
T00819,U03771,P0060,2024-09-01 08:08:48,1,450.0,50.0,Card,Success
T00820,U01393,P0037,2024-10-25 20:16:23,1,5795.0,305.0,Wallet,Success
T00821,U02067,P0024,2024-11-20 17:39:59,1,9900.0,0.0,Card,Success
T00822,U01290,P0170,2024-05-16 09:05:08,1,3920.0,980.0,UPI,Success
T00823,U02515,P0063,2024-01-02 17:13:34,1,225.0,75.0,UPI,Success
T00824,U08747,P0129,2024-03-14 08:52:52,1,1530.0,270.0,Card,Success
T00825,U05679,P0118,2024-10-11 18:12:07,1,2000.0,0.0,Wallet,Success
T00826,U01360,P0109,2024-07-03 13:33:58,1,1020.0,180.0,UPI,Success
T00827,U09798,P0092,2024-02-14 07:16:51,1,640.0,160.0,Card,Success
T00828,U01649,P0154,2024-08-18 21:01:03,1,2400.0,0.0,Card,Success
T00829,U05920,P0133,2024-08-25 21:53:09,1,500.0,0.0,UPI,Success
T00830,U06451,P0164,2023-07-05 12:02:40,1,900.0,0.0,UPI,Success
T00831,U06320,P0004,2023-11-23 14:38:36,1,7900.0,0.0,Wallet,Success
T00832,U00853,P0016,2024-08-14 16:35:44,1,5220.0,580.0,UPI,Success
T00833,U09220,P0047,2024-03-09 06:44:21,1,850.0,150.0,NetBanking,Failed
T00834,U09901,P0095,2024-09-01 00:13:14,1,595.0,105.0,UPI,Success
T00835,U07418,P0141,2024-06-20 11:02:01,1,3280.0,820.0,Wallet,Success
T00836,U04231,P0107,2024-06-22 16:08:42,1,540.0,60.0,UPI,Refunded
T00837,U05929,P0054,2023-10-19 15:58:24,1,540.0,60.0,Card,Success
T00838,U07608,P0098,2024-08-25 15:38:55,1,765.0,135.0,UPI,Success
T00839,U02071,P0027,2024-11-22 14:51:22,1,3960.0,440.0,UPI,Success
T00840,U00288,P0161,2024-05-23 19:50:00,1,2000.0,0.0,UPI,Success
T00841,U02400,P0043,2023-12-26 13:13:21,1,7200.0,800.0,UPI,Success
T00842,U02506,P0015,2024-10-28 13:11:44,1,6460.0,340.0,Wallet,Success
T00843,U00681,P0066,2024-04-22 13:25:11,1,270.0,30.0,Card,Refunded
T00844,U07147,P0023,2024-09-21 14:43:38,1,5500.0,0.0,NetBanking,Success
T00845,U05866,P0043,2024-08-23 18:43:37,1,6800.0,1200.0,UPI,Success
T00846,U05848,P0182,2024-10-24 07:04:23,2,3910.0,690.0,UPI,Success
T00847,U05708,P0196,2024-10-15 16:13:38,1,2565.0,135.0,Card,Success
T00848,U09938,P0176,2024-12-24 22:28:39,1,2960.0,740.0,UPI,Success
T00849,U08275,P0188,2024-12-03 08:51:02,1,2790.0,310.0,UPI,Success
T00850,U08037,P0124,2024-09-04 21:06:23,3,2100.0,0.0,Card,Success
T00851,U08275,P0188,2024-12-03 08:34:02,1,2945.0,155.0,Wallet,Refunded
T00852,U05004,P0113,2024-04-16 21:44:51,3,2475.0,825.0,Card,Refunded
T00853,U08290,P0123,2024-01-03 13:55:31,2,4000.0,0.0,Wallet,Success
T00854,U08056,P0133,2024-03-30 20:58:18,1,450.0,50.0,Card,Success
T00855,U00978,P0009,2024-10-08 13:54:00,1,6365.0,335.0,Card,Success
T00856,U03945,P0102,2024-11-14 14:02:00,1,1400.0,0.0,UPI,Success
T00857,U04852,P0117,2024-12-13 13:18:11,1,425.0,75.0,Card,Success
T00858,U00171,P0099,2022-12-24 20:00:04,1,285.0,15.0,UPI,Success
T00859,U08025,P0087,2024-12-21 19:12:20,1,180.0,20.0,UPI,Success
T00860,U08813,P0133,2024-06-04 13:45:05,2,1000.0,0.0,Card,Success
T00861,U03702,P0024,2023-06-24 10:38:43,1,7425.0,2475.0,UPI,Failed
T00862,U03058,P0088,2024-03-20 11:10:54,1,900.0,0.0,NetBanking,Success
T00863,U01402,P0140,2023-11-03 09:56:27,1,1805.0,95.0,UPI,Success
T00864,U08338,P0187,2024-01-23 23:59:27,1,3100.0,0.0,Card,Success
T00865,U02761,P0132,2024-01-14 16:00:15,1,855.0,45.0,UPI,Success
T00866,U05922,P0075,2022-05-03 07:28:41,1,475.0,25.0,UPI,Success
T00867,U09901,P0095,2024-09-01 00:13:14,1,665.0,35.0,UPI,Success
T00868,U08393,P0139,2024-12-04 15:54:26,1,1170.0,130.0,UPI,Success
T00869,U00575,P0055,2024-11-29 15:31:48,1,270.0,30.0,Card,Success
T00870,U00884,P0125,2024-11-27 12:09:47,1,600.0,200.0,UPI,Success
T00871,U00960,P0043,2024-09-11 15:23:37,1,8000.0,0.0,Wallet,Success
T00872,U03377,P0167,2024-06-09 14:31:25,1,1700.0,300.0,UPI,Success
T00873,U04655,P0016,2024-04-24 07:19:59,1,5220.0,580.0,Wallet,Success
T00874,U08631,P0047,2024-07-19 00:46:33,1,900.0,100.0,Wallet,Success
T00875,U03289,P0127,2024-09-14 09:19:33,2,2000.0,0.0,Card,Success
T00876,U03828,P0183,2024-08-27 20:38:44,1,2250.0,250.0,UPI,Success
T00877,U00141,P0006,2024-05-16 09:16:45,1,3900.0,0.0,UPI,Success
T00878,U00439,P0110,2023-12-01 22:54:52,1,1170.0,130.0,UPI,Success
T00879,U07227,P0102,2024-10-12 16:47:23,2,2380.0,420.0,UPI,Success
T00880,U00781,P0158,2023-11-28 08:02:55,1,1050.0,450.0,UPI,Refunded
T00881,U04651,P0059,2024-11-20 12:53:15,1,680.0,120.0,UPI,Success
T00882,U00618,P0029,2023-10-16 09:57:01,2,3400.0,0.0,Wallet,Success
T00883,U00646,P0105,2024-12-13 18:16:15,3,6900.0,0.0,UPI,Success
T00884,U03901,P0132,2024-08-28 08:19:40,1,855.0,45.0,Wallet,Failed
T00885,U08603,P0088,2024-09-07 09:40:06,1,900.0,0.0,Card,Success
T00886,U00061,P0164,2024-08-16 22:12:34,1,900.0,0.0,Card,Success
T00887,U02979,P0198,2024-02-18 09:11:13,1,1350.0,150.0,Wallet,Success
T00888,U08529,P0067,2024-06-05 10:47:09,1,300.0,0.0,UPI,Success
T00889,U03362,P0019,2024-07-09 12:30:30,1,1710.0,90.0,Card,Success
T00890,U02770,P0122,2024-12-09 09:46:30,1,950.0,50.0,UPI,Success
T00891,U07525,P0187,2024-12-27 08:59:14,2,6200.0,0.0,Wallet,Success
T00892,U08458,P0005,2024-04-09 18:26:31,1,1260.0,140.0,Card,Success
T00893,U09610,P0180,2024-12-16 12:58:29,1,3610.0,190.0,UPI,Success
T00894,U00383,P0136,2024-11-22 11:06:38,2,1020.0,180.0,UPI,Success
T00895,U04249,P0183,2023-09-02 15:24:11,1,2250.0,250.0,UPI,Success
T00896,U01937,P0164,2023-02-20 17:26:04,2,1620.0,180.0,UPI,Success
T00897,U04592,P0027,2024-09-18 12:17:55,1,4400.0,0.0,Card,Success
T00898,U06370,P0186,2024-06-07 07:26:53,1,3100.0,0.0,Wallet,Success
T00899,U00273,P0189,2024-10-18 23:41:31,1,3360.0,840.0,UPI,Success
T00900,U04350,P0050,2024-04-19 08:32:29,1,5180.0,2220.0,UPI,Failed
T00901,U06304,P0023,2023-01-15 19:33:22,1,5225.0,275.0,UPI,Success
T00902,U04632,P0039,2024-11-15 10:07:24,1,1600.0,0.0,Wallet,Success
T00903,U04140,P0180,2024-09-14 08:44:13,1,3800.0,0.0,UPI,Success
T00904,U00662,P0015,2024-10-01 16:05:46,3,17340.0,3060.0,Wallet,Refunded
T00905,U00141,P0122,2024-04-26 22:34:03,1,950.0,50.0,UPI,Success
T00906,U04417,P0042,2024-11-04 00:24:18,1,6900.0,0.0,Card,Success
T00907,U04237,P0128,2023-10-24 09:54:02,1,600.0,0.0,Card,Success
T00908,U02400,P0043,2023-12-26 13:35:21,1,6400.0,1600.0,NetBanking,Success
T00909,U06650,P0097,2024-09-15 19:54:52,1,400.0,0.0,Card,Success
T00910,U09203,P0068,2024-06-24 07:41:32,1,855.0,45.0,Card,Success
T00911,U02378,P0160,2024-11-05 00:57:30,1,2080.0,520.0,UPI,Success
T00912,U02501,P0168,2024-09-24 11:04:07,1,500.0,0.0,UPI,Success
T00913,U04765,P0015,2024-03-09 08:38:53,1,6120.0,680.0,Card,Success
T00914,U02838,P0065,2024-05-05 16:54:05,1,300.0,0.0,NetBanking,Success
T00915,U04063,P0063,2023-11-21 10:26:55,3,855.0,45.0,UPI,Success
T00916,U07865,P0177,2024-03-10 06:30:31,1,3600.0,400.0,Card,Success
T00917,U06597,P0161,2024-05-11 00:24:10,1,1500.0,500.0,Card,Success
T00918,U02764,P0099,2024-10-11 11:25:38,1,300.0,0.0,UPI,Success
T00919,U06352,P0096,2024-09-25 06:55:25,1,700.0,0.0,UPI,Success
T00920,U06311,P0105,2023-05-28 19:53:17,1,2300.0,0.0,UPI,Success
T00921,U09958,P0069,2024-09-24 08:20:46,1,855.0,45.0,Wallet,Success
T00922,U02733,P0125,2024-11-09 13:08:57,1,800.0,0.0,Card,Success
T00923,U04150,P0153,2024-10-03 18:59:38,1,2850.0,150.0,Wallet,Success
T00924,U07236,P0050,2024-08-25 12:40:55,1,7400.0,0.0,Card,Success
T00925,U00975,P0052,2024-04-19 10:58:13,1,140.0,60.0,UPI,Success
T00926,U05797,P0089,2024-10-08 17:33:45,1,340.0,60.0,UPI,Refunded
T00927,U04600,P0004,2024-08-12 21:59:22,1,7900.0,0.0,NetBanking,Success
T00928,U09980,P0135,2024-06-09 08:44:11,1,2000.0,0.0,Card,Success
T00929,U05308,P0060,2023-10-19 13:04:50,1,400.0,100.0,UPI,Success
T00930,U02289,P0111,2024-03-02 14:06:10,3,2310.0,990.0,Wallet,Success
T00931,U00907,P0188,2023-06-08 19:36:20,1,2170.0,930.0,UPI,Success
T00932,U01710,P0155,2023-10-12 07:00:13,1,3150.0,1050.0,Card,Success
T00933,U05318,P0052,2024-07-10 10:41:56,1,200.0,0.0,Card,Success
T00934,U03044,P0110,2024-02-24 07:13:52,1,1170.0,130.0,UPI,Success
T00935,U02489,P0095,2024-05-14 18:25:51,1,525.0,175.0,UPI,Success
T00936,U05738,P0092,2024-11-28 15:22:01,1,720.0,80.0,NetBanking,Success
T00937,U06676,P0021,2024-12-09 21:59:18,1,1760.0,440.0,NetBanking,Success
T00938,U00528,P0177,2024-07-15 18:46:25,1,3600.0,400.0,Card,Failed
T00939,U03587,P0173,2024-10-25 06:48:24,1,2380.0,1020.0,UPI,Success
T00940,U09110,P0182,2023-07-09 21:06:59,1,2070.0,230.0,UPI,Success
T00941,U08612,P0091,2024-04-19 11:17:17,1,300.0,0.0,Card,Success
T00942,U05461,P0192,2024-11-03 12:28:52,2,850.0,150.0,Card,Success
T00943,U02453,P0142,2024-01-14 08:25:34,3,9120.0,480.0,Wallet,Success
T00944,U07608,P0110,2024-11-21 18:36:33,1,1170.0,130.0,Card,Success
T00945,U00902,P0157,2024-07-05 10:17:24,1,1800.0,0.0,UPI,Success
T00946,U06075,P0099,2024-09-20 15:03:45,1,285.0,15.0,Card,Success
T00947,U09452,P0153,2023-10-23 20:44:11,1,2700.0,300.0,UPI,Success
T00948,U02693,P0025,2024-11-23 20:05:02,2,15660.0,1740.0,UPI,Success
T00949,U09109,P0009,2024-01-01 07:34:57,1,5025.0,1675.0,NetBanking,Success
T00950,U01458,P0020,2024-04-03 16:27:23,1,4465.0,235.0,Card,Success
T00951,U05479,P0153,2024-06-13 20:58:30,1,2700.0,300.0,UPI,Success
T00952,U08177,P0094,2023-06-18 11:44:21,1,270.0,30.0,Wallet,Success
T00953,U08710,P0028,2024-06-16 22:20:00,2,6460.0,1140.0,UPI,Success
T00954,U02509,P0008,2023-01-17 08:57:55,1,9405.0,495.0,Card,Success
T00955,U02488,P0154,2023-03-17 12:57:42,1,2280.0,120.0,UPI,Success
T00956,U03748,P0171,2024-02-12 16:26:23,2,6400.0,1600.0,UPI,Success
T00957,U03712,P0158,2024-11-08 14:02:14,1,1200.0,300.0,NetBanking,Success
T00958,U07867,P0110,2024-09-23 08:21:45,3,3900.0,0.0,UPI,Success
T00959,U02466,P0091,2024-02-25 07:59:05,1,285.0,15.0,Wallet,Success
T00960,U01290,P0170,2024-05-16 09:21:08,1,4410.0,490.0,Card,Success
T00961,U03001,P0104,2024-04-16 11:37:34,1,1600.0,400.0,Card,Success
T00962,U04056,P0184,2024-12-09 21:50:21,1,1330.0,70.0,Wallet,Failed
T00963,U08505,P0020,2024-11-11 14:19:35,2,9400.0,0.0,Card,Success
T00964,U06974,P0110,2024-12-30 22:44:02,1,1300.0,0.0,Wallet,Failed
T00965,U07443,P0170,2024-09-25 23:40:22,1,4655.0,245.0,UPI,Success
T00966,U06796,P0013,2024-12-17 12:46:58,1,2200.0,0.0,Wallet,Success
T00967,U00097,P0149,2024-02-11 10:48:16,1,4655.0,245.0,UPI,Success
T00968,U06932,P0050,2024-12-16 12:56:47,3,19980.0,2220.0,NetBanking,Refunded
T00969,U07773,P0002,2024-07-13 09:49:05,1,3825.0,675.0,UPI,Success
T00970,U02181,P0136,2024-12-07 09:49:51,1,540.0,60.0,UPI,Success
T00971,U00242,P0055,2024-08-28 09:24:08,2,450.0,150.0,UPI,Success
T00972,U01479,P0112,2024-11-19 21:08:04,2,720.0,80.0,NetBanking,Success
T00973,U06459,P0142,2023-06-12 18:08:42,3,7680.0,1920.0,UPI,Success
T00974,U09184,P0171,2023-11-11 06:43:14,1,4000.0,0.0,Card,Success
T00975,U03435,P0040,2024-03-20 14:52:25,1,2700.0,300.0,UPI,Success
T00976,U06720,P0034,2023-11-10 10:53:17,1,4300.0,0.0,NetBanking,Success
T00977,U05619,P0108,2024-06-19 18:36:01,1,570.0,30.0,UPI,Success
T00978,U07919,P0017,2024-02-09 19:53:51,1,8100.0,900.0,Card,Failed
T00979,U03170,P0049,2024-06-21 17:12:46,1,7650.0,1350.0,UPI,Success
T00980,U02948,P0125,2024-11-02 16:21:15,1,640.0,160.0,Card,Failed
T00981,U06648,P0078,2024-11-24 17:56:52,1,300.0,0.0,Wallet,Success
T00982,U08796,P0134,2024-11-17 18:28:45,1,1710.0,190.0,UPI,Success
T00983,U08395,P0114,2024-07-16 09:13:22,1,490.0,210.0,Card,Success
T00984,U07009,P0035,2023-06-24 21:28:08,1,6885.0,1215.0,Card,Success
T00985,U03226,P0073,2024-11-03 12:12:56,1,240.0,60.0,UPI,Success
T00986,U08173,P0135,2024-09-18 16:25:30,1,2000.0,0.0,UPI,Success
T00987,U01376,P0141,2022-09-29 09:03:15,1,4100.0,0.0,UPI,Success
T00988,U05614,P0034,2023-08-26 16:50:05,1,4085.0,215.0,Wallet,Failed
T00989,U04766,P0171,2024-06-19 22:47:57,1,2800.0,1200.0,Wallet,Success
T00990,U06173,P0155,2024-11-08 18:41:43,1,4200.0,0.0,Card,Success
T00991,U00106,P0061,2024-10-21 09:22:26,1,700.0,0.0,UPI,Success
T00992,U04356,P0192,2024-08-10 15:43:33,1,425.0,75.0,Card,Success
T00993,U07468,P0044,2024-09-14 10:46:45,1,2160.0,240.0,Wallet,Success
T00994,U08889,P0073,2024-01-16 22:21:49,1,300.0,0.0,UPI,Success
T00995,U01851,P0183,2024-04-11 20:19:44,1,2250.0,250.0,UPI,Failed
T00996,U00270,P0186,2024-06-25 13:10:59,1,2635.0,465.0,UPI,Success
T00997,U03639,P0081,2024-10-24 10:13:56,1,900.0,0.0,Card,Success
T00998,U09399,P0051,2024-01-09 15:08:18,1,700.0,0.0,UPI,Success
T00999,U04140,P0136,2023-09-15 09:14:46,1,450.0,150.0,Wallet,Success
T01000,U05755,P0029,2023-01-11 11:17:07,1,1360.0,340.0,Wallet,Refunded
T01001,U02073,P0124,2024-02-14 09:57:41,1,525.0,175.0,UPI,Success
T01002,U05032,P0081,2024-01-25 09:36:19,1,900.0,0.0,Wallet,Success
T01003,U06683,P0058,2024-05-06 10:19:56,1,340.0,60.0,UPI,Success
T01004,U00758,P0065,2024-05-13 06:50:31,1,270.0,30.0,Card,Success
T01005,U00216,P0054,2024-06-13 11:50:27,1,570.0,30.0,Card,Success
T01006,U02801,P0113,2024-03-11 00:02:42,1,825.0,275.0,UPI,Success
T01007,U01886,P0065,2024-05-18 07:07:44,1,285.0,15.0,UPI,Success
T01008,U02271,P0092,2023-09-27 15:20:52,1,800.0,0.0,UPI,Success
T01009,U00862,P0068,2024-02-17 22:29:34,1,900.0,0.0,UPI,Success
T01010,U09047,P0152,2024-05-24 19:01:12,1,1360.0,240.0,Card,Success
T01011,U04577,P0085,2024-09-22 14:17:36,1,720.0,180.0,UPI,Success
T01012,U04256,P0068,2023-01-06 06:43:52,1,720.0,180.0,UPI,Refunded
T01013,U03217,P0070,2023-07-09 18:05:16,1,600.0,200.0,UPI,Failed
T01014,U02309,P0025,2024-02-21 22:36:07,1,8265.0,435.0,UPI,Success
T01015,U09848,P0041,2023-09-17 09:37:18,1,1800.0,0.0,NetBanking,Success
T01016,U03468,P0080,2024-08-20 16:06:54,2,800.0,200.0,Card,Failed
T01017,U07892,P0145,2024-10-22 11:03:23,1,855.0,45.0,UPI,Success
T01018,U06451,P0164,2023-07-05 11:42:40,2,1260.0,540.0,NetBanking,Success
T01019,U02285,P0037,2024-03-14 22:00:10,1,4880.0,1220.0,UPI,Success
T01020,U00479,P0188,2024-11-16 12:24:56,1,2480.0,620.0,Card,Success
