user_id,signup_date,country,city,age_group,gender,device_type,acquisition_source
U03034,2022-03-21,Canada,Edmonton,25-34,Female,Mobile,Paid Ads
U03035,2023-04-21,India,Kolkata,25-34,Female,Desktop,Paid Ads
U03036,2023-05-16,Australia,Canberra,35-44,Female,Mobile,Organic
U03037,2023-06-04,UK,Sheffield,25-34,Female,Mobile,Organic
U03038,2024-09-27,Australia,Gold Coast,45-60,Female,Mobile,Organic
U03039,2024-11-23,Germany,Hamburg,25-34,Female,Mobile,Organic
U03040,2024-12-10,USA,New York,25-34,Female,Mobile,Social
U03041,2023-04-22,India,Hyderabad,18-24,Female,Tablet,Organic
U03042,2024-06-02,India,Hyderabad,25-34,Female,Mobile,Organic
U03043,2024-01-15,India,Kolkata,45-60,Male,Mobile,Social
U03044,2024-02-04,India,Ahmedabad,25-34,Female,Mobile,Organic
U03045,2024-08-16,Canada,Toronto,25-34,Male,Mobile,Referral
U03046,2023-04-27,India,Bangalore,25-34,Female,Mobile,Social
U03047,2024-10-07,Germany,Stuttgart,18-24,Male,Mobile,Organic
U03048,2023-07-25,UK,Birmingham,25-34,Female,Mobile,Paid Ads
U03049,2024-04-25,India,Delhi,25-34,Other,Desktop,Referral
U03050,2024-09-12,USA,New York,25-34,Female,Desktop,Paid Ads
U03051,2024-09-03,USA,Los Angeles,35-44,Female,Mobile,Paid Ads
U03052,2022-04-17,USA,San Antonio,35-44,Female,Mobile,Social
U03053,2024-08-09,USA,Phoenix,25-34,Male,Desktop,Paid Ads
U03054,2022-06-08,India,Kolkata,25-34,Male,Mobile,Organic
U03055,2023-01-23,UK,Sheffield,35-44,Male,Tablet,Organic
U03056,2023-07-06,USA,Chicago,35-44,Male,Mobile,Social
U03057,2024-01-15,Canada,Calgary,18-24,Female,Mobile,Social
U03058,2023-03-10,Canada,Edmonton,25-34,Male,Mobile,Organic
U03059,2023-08-23,India,Delhi,25-34,Female,Mobile,Paid Ads
U03060,2024-09-27,India,Delhi,18-24,Female,Mobile,Referral
U03061,2023-03-25,UK,Leeds,18-24,Male,Mobile,Organic
U03062,2024-01-06,Germany,Munich,18-24,Male,Mobile,Paid Ads
U03063,2023-01-15,USA,Philadelphia,35-44,Male,Desktop,Paid Ads
U03064,2022-07-14,India,Kolkata,25-34,Male,Mobile,Organic
U03065,2024-05-26,India,Delhi,25-34,Female,Mobile,Paid Ads
U03066,2022-01-19,India,Mumbai,35-44,Male,Tablet,Organic
U03067,2024-06-13,India,Kolkata,35-44,Female,Mobile,Organic
U03068,2024-06-14,USA,Philadelphia,25-34,Female,Mobile,Social
U03069,2024-04-03,UK,Manchester,25-34,Male,Desktop,Social
U03070,2024-07-04,India,Hyderabad,18-24,Male,Mobile,Social
U03071,2023-07-26,India,Pune,25-34,Female,Desktop,Referral
U03072,2022-12-14,India,Pune,25-34,Male,Mobile,Social
U03073,2024-09-14,Canada,Quebec City,25-34,Female,Mobile,Organic
U03074,2024-12-26,USA,Chicago,25-34,Female,Desktop,Organic
U03075,2024-01-08,Germany,Dusseldorf,35-44,Male,Mobile,Organic
U03076,2024-05-10,USA,Houston,25-34,Female,Mobile,Paid Ads
U03077,2024-10-09,India,Chennai,25-34,Male,Mobile,Organic
U03078,2024-03-14,India,Chennai,18-24,Male,Mobile,Social
U03079,2023-07-08,UK,Liverpool,35-44,Female,Mobile,Social
U03080,2024-04-11,USA,Chicago,45-60,Male,Mobile,Organic
U03081,2024-04-10,USA,Los Angeles,35-44,Male,Mobile,Paid Ads
U03082,2023-12-18,UK,London,45-60,Female,Mobile,Organic
U03083,2024-01-04,UK,Manchester,18-24,Male,Mobile,Paid Ads
U03084,2024-01-04,India,Bangalore,25-34,Male,Mobile,Organic
U03085,2024-10-12,Canada,Quebec City,25-34,Female,Mobile,Referral
U03086,2022-02-18,USA,San Antonio,25-34,Male,Desktop,Referral
U03087,2023-02-08,India,Delhi,18-24,Female,Mobile,Organic
U03088,2024-01-03,USA,Los Angeles,25-34,Male,Mobile,Referral
U03089,2024-08-18,USA,New York,25-34,Female,Mobile,Paid Ads
U03090,2023-06-07,India,Bangalore,25-34,Male,Desktop,Paid Ads
U03091,2022-06-01,USA,Houston,45-60,Female,Mobile,Paid Ads
U03092,2024-10-22,India,Ahmedabad,25-34,Male,Desktop,Social
U03093,2023-10-13,India,Chennai,18-24,Female,Mobile,Organic
U03094,2024-09-03,India,Kolkata,18-24,Female,Mobile,Organic
U03095,2024-05-03,India,Delhi,35-44,Male,Mobile,Paid Ads
U03096,2022-04-15,India,Chennai,35-44,Male,Desktop,Paid Ads
U03097,2024-11-21,India,Hyderabad,18-24,Male,Mobile,Paid Ads
U03098,2022-06-19,Australia,Perth,18-24,Other,Mobile,Social
U03099,2023-08-28,India,Pune,35-44,Female,Desktop,Organic
U03100,2024-01-04,USA,Houston,25-34,Female,Mobile,Referral
U03101,2024-07-13,India,Pune,45-60,Female,Desktop,Referral
U03102,2024-08-13,Canada,Quebec City,25-34,Male,Mobile,Organic
U03103,2024-09-15,India,Delhi,18-24,Male,Mobile,Organic
U03104,2023-11-19,India,Delhi,45-60,Female,Tablet,Paid Ads
U03105,2023-08-16,India,Bangalore,25-34,Male,Desktop,Paid Ads
U03106,2023-07-07,Germany,Dusseldorf,25-34,Male,Mobile,Paid Ads
U03107,2023-03-03,USA,Philadelphia,25-34,Female,Desktop,Organic
U03108,2022-02-26,India,Pune,35-44,Male,Mobile,Social
U03109,2023-03-20,India,Mumbai,18-24,Male,Mobile,Paid Ads
U03110,2024-04-02,India,Hyderabad,25-34,Female,Desktop,Paid Ads
U03111,2024-04-18,India,Chennai,18-24,Male,Mobile,Paid Ads
U03112,2024-06-25,Canada,Vancouver,35-44,Male,Mobile,Referral
U03113,2024-12-11,USA,New York,25-34,Male,Mobile,Paid Ads
U03114,2022-07-01,USA,Philadelphia,25-34,Female,Desktop,Organic
U03115,2023-12-16,India,Hyderabad,25-34,Male,Mobile,Organic
U03116,2024-04-17,USA,Chicago,35-44,Male,Desktop,Paid Ads
U03117,2024-10-16,India,Kolkata,35-44,Female,Mobile,Social
U03118,2022-06-10,India,Mumbai,25-34,Male,Mobile,Paid Ads
U03119,2024-09-17,UK,Sheffield,35-44,Male,Tablet,Social
U03120,2024-06-03,India,Pune,25-34,Male,Mobile,Social
U03121,2024-03-18,USA,Chicago,18-24,Male,Mobile,Organic
U03122,2022-01-19,Canada,Quebec City,35-44,Female,Mobile,Social
U03123,2024-11-14,India,Bangalore,25-34,Female,Desktop,Social
U03124,2024-10-21,Australia,Sydney,35-44,Male,Desktop,Social
U03125,2024-10-25,India,Kolkata,45-60,Female,Desktop,Referral
U03126,2024-05-02,India,Ahmedabad,25-34,Female,Mobile,Organic
U03127,2024-10-12,USA,Phoenix,18-24,Male,Mobile,Paid Ads
U03128,2024-10-11,USA,Philadelphia,45-60,Male,Desktop,Organic
U03129,2023-03-17,India,Hyderabad,25-34,Female,Mobile,Organic
U03130,2024-08-27,Canada,Toronto,25-34,Male,Desktop,Organic
U03131,2024-10-06,Germany,Cologne,18-24,Female,Desktop,Social
U03132,2024-01-19,India,Delhi,25-34,Female,Mobile,Organic
U03133,2023-11-13,Australia,Canberra,35-44,Male,Mobile,Organic
U03134,2023-02-07,USA,San Antonio,25-34,Male,Desktop,Paid Ads
U03135,2024-03-22,Australia,Melbourne,35-44,Male,Mobile,Social
U03136,2024-03-11,India,Delhi,35-44,Male,Mobile,Social
U03137,2024-12-07,Canada,Toronto,25-34,Male,Mobile,Organic
U03138,2024-08-13,India,Mumbai,25-34,Female,Mobile,Paid Ads
U03139,2024-05-13,Australia,Canberra,35-44,Male,Mobile,Organic
U03140,2024-08-21,UK,Bristol,35-44,Female,Mobile,Referral
U03141,2024-11-01,India,Hyderabad,25-34,Male,Mobile,Referral
U03142,2024-11-19,India,Bangalore,25-34,Female,Mobile,Organic
U03143,2024-06-19,Canada,Vancouver,25-34,Female,Desktop,Social
U03144,2023-12-23,USA,San Antonio,25-34,Female,Desktop,Social
U03145,2024-02-15,India,Kolkata,25-34,Male,Mobile,Organic
U03146,2024-11-14,USA,Chicago,35-44,Male,Mobile,Social
U03147,2023-04-03,Canada,Edmonton,18-24,Male,Mobile,Organic
U03148,2023-09-27,India,Delhi,45-60,Male,Mobile,Organic
U03149,2023-04-21,India,Pune,35-44,Other,Mobile,Referral
U03150,2023-05-20,Australia,Canberra,25-34,Female,Mobile,Paid Ads
U03151,2023-05-04,India,Delhi,18-24,Female,Desktop,Social
U03152,2024-10-07,India,Mumbai,35-44,Female,Tablet,Paid Ads
U03153,2024-08-01,India,Delhi,35-44,Female,Mobile,Organic
U03154,2024-06-23,Australia,Melbourne,45-60,Female,Mobile,Paid Ads
U03155,2023-10-24,India,Ahmedabad,25-34,Male,Desktop,Social
U03156,2022-07-19,USA,San Antonio,18-24,Male,Desktop,Organic
U03157,2024-06-03,Australia,Melbourne,45-60,Female,Mobile,Organic
U03158,2023-05-20,India,Delhi,25-34,Female,Tablet,Organic
U03159,2024-05-15,Canada,Quebec City,35-44,Male,Mobile,Organic
U03160,2024-03-13,USA,San Antonio,18-24,Female,Desktop,Organic
U03161,2024-07-22,UK,Bristol,35-44,Male,Desktop,Social
U03162,2023-10-14,India,Chennai,18-24,Male,Mobile,Organic
U03163,2024-05-07,UK,London,35-44,Male,Mobile,Social
U03164,2023-07-01,India,Mumbai,25-34,Female,Mobile,Paid Ads
U03165,2024-02-13,India,Ahmedabad,45-60,Male,Mobile,Paid Ads
U03166,2024-09-04,Australia,Sydney,18-24,Female,Mobile,Paid Ads
U03167,2023-08-12,India,Bangalore,25-34,Male,Mobile,Social
U03168,2023-05-07,Canada,Ottawa,18-24,Female,Mobile,Social
U03169,2023-02-27,India,Kolkata,45-60,Male,Mobile,Paid Ads
U03170,2024-06-02,India,Kolkata,25-34,Male,Mobile,Social
U03171,2023-08-17,Canada,Calgary,25-34,Male,Desktop,Organic
U03172,2024-07-01,India,Mumbai,18-24,Male,Mobile,Paid Ads
U03173,2023-08-26,Canada,Calgary,25-34,Male,Desktop,Paid Ads
U03174,2024-04-14,USA,Philadelphia,25-34,Female,Desktop,Organic
U03175,2024-03-22,India,Kolkata,25-34,Male,Mobile,Paid Ads
U03176,2024-07-28,UK,Manchester,35-44,Female,Mobile,Paid Ads
U03177,2024-02-21,India,Chennai,18-24,Female,Desktop,Paid Ads
U03178,2023-05-01,India,Hyderabad,35-44,Female,Mobile,Organic
U03179,2022-07-26,UK,Manchester,35-44,Female,Desktop,Paid Ads
U03180,2024-01-03,India,Pune,45-60,Female,Mobile,Social
U03181,2023-04-11,India,Pune,35-44,Female,Mobile,Paid Ads
U03182,2024-02-07,Canada,Calgary,25-34,Male,Desktop,Paid Ads
U03183,2022-06-28,Canada,Vancouver,35-44,Female,Mobile,Referral
U03184,2023-12-25,USA,New York,18-24,Male,Mobile,Social
U03185,2022-01-09,USA,Phoenix,18-24,Male,Mobile,Referral
U03186,2024-07-22,UK,Leeds,35-44,Male,Mobile,Organic
U03187,2023-03-03,USA,Phoenix,45-60,Female,Mobile,Paid Ads
U03188,2024-12-01,USA,Los Angeles,18-24,Female,Mobile,Organic
U03189,2022-01-19,Germany,Stuttgart,18-24,Female,Desktop,Paid Ads
U03190,2024-08-26,India,Pune,25-34,Male,Mobile,Social
U03191,2023-07-02,USA,Houston,18-24,Male,Desktop,Paid Ads
U03192,2024-02-27,Australia,Perth,35-44,Male,Mobile,Paid Ads
U03193,2024-07-21,UK,Leeds,18-24,Female,Mobile,Social
U03194,2023-03-24,Australia,Perth,18-24,Male,Desktop,Social
U03195,2024-09-05,India,Mumbai,25-34,Female,Mobile,Social
U03196,2024-08-17,India,Delhi,45-60,Female,Mobile,Referral
U03197,2024-05-19,Canada,Montreal,35-44,Female,Mobile,Social
U03198,2024-07-28,India,Kolkata,35-44,Female,Mobile,Paid Ads
U03199,2023-03-05,UK,Manchester,25-34,Male,Mobile,Organic
U03200,2024-01-23,India,Kolkata,45-60,Female,Mobile,Organic
U03201,2022-01-21,UK,Manchester,25-34,Female,Mobile,Paid Ads
U03202,2022-11-14,USA,Philadelphia,45-60,Female,Mobile,Social
U03203,2024-02-10,India,Hyderabad,25-34,Female,Mobile,Organic
U03204,2023-08-21,USA,Philadelphia,25-34,Female,Desktop,Social
U03205,2024-01-07,UK,Bristol,25-34,Male,Mobile,Social
U03206,2024-11-08,India,Mumbai,25-34,Male,Mobile,Paid Ads
U03207,2024-12-08,USA,Houston,18-24,Female,Mobile,Paid Ads
U03208,2024-05-07,USA,San Antonio,45-60,Female,Mobile,Organic
U03209,2023-09-13,India,Chennai,25-34,Male,Desktop,Organic
U03210,2022-12-14,UK,Liverpool,25-34,Female,Mobile,Organic
U03211,2023-09-19,India,Ahmedabad,25-34,Male,Mobile,Social
U03212,2023-02-11,India,Chennai,18-24,Male,Mobile,Paid Ads
U03213,2022-07-02,USA,Phoenix,35-44,Male,Mobile,Organic
U03214,2023-11-17,UK,Leeds,25-34,Male,Desktop,Organic
U03215,2024-01-06,Australia,Brisbane,35-44,Female,Desktop,Paid Ads
U03216,2024-03-09,India,Kolkata,18-24,Female,Mobile,Social
U03217,2023-06-19,India,Pune,45-60,Female,Mobile,Social
U03218,2024-09-05,India,Bangalore,25-34,Female,Mobile,Organic
U03219,2023-10-09,UK,London,45-60,Male,Desktop,Referral
U03220,2022-02-25,USA,Chicago,18-24,Male,Mobile,Paid Ads
U03221,2024-07-07,UK,Leeds,35-44,Female,Mobile,Organic
U03222,2024-04-04,India,Hyderabad,25-34,Female,Mobile,Paid Ads
U03223,2024-02-27,Canada,Toronto,25-34,Male,Mobile,Organic
U03224,2022-03-18,USA,San Antonio,18-24,Female,Mobile,Paid Ads
U03225,2024-06-18,Australia,Canberra,35-44,Other,Desktop,Social
U03226,2024-10-20,India,Pune,18-24,Male,Mobile,Paid Ads
U03227,2024-09-17,USA,New York,25-34,Male,Desktop,Social
U03228,2024-08-04,UK,Bristol,35-44,Male,Mobile,Paid Ads
U03229,2024-10-28,USA,Houston,35-44,Male,Mobile,Referral
U03230,2024-11-27,India,Chennai,45-60,Female,Mobile,Social
U03231,2024-09-22,Germany,Dusseldorf,25-34,Female,Mobile,Organic
U03232,2024-04-16,India,Hyderabad,25-34,Female,Mobile,Organic
U03233,2024-12-22,India,Bangalore,25-34,Female,Tablet,Social
U03234,2024-04-23,USA,New York,35-44,Female,Mobile,Paid Ads
U03235,2024-09-05,USA,Los Angeles,45-60,Male,Mobile,Organic
U03236,2023-08-09,UK,Sheffield,45-60,Female,Mobile,Social
U03237,2023-12-02,India,Hyderabad,45-60,Female,Mobile,Referral
U03238,2024-02-02,USA,Chicago,45-60,Female,Mobile,Social
U03239,2024-08-04,USA,Phoenix,45-60,Male,Mobile,Social
U03240,2024-01-20,India,Mumbai,25-34,Male,Mobile,Organic
U03241,2023-09-20,Australia,Canberra,45-60,Male,Desktop,Organic
U03242,2024-09-17,Canada,Vancouver,35-44,Female,Desktop,Social
U03243,2023-08-20,USA,Phoenix,18-24,Male,Mobile,Paid Ads
U03244,2024-11-28,India,Kolkata,18-24,Male,Mobile,Organic
U03245,2024-05-21,Australia,Brisbane,18-24,Female,Mobile,Social
U03246,2024-05-25,India,Bangalore,35-44,Male,Mobile,Paid Ads
U03247,2024-03-19,India,Bangalore,35-44,Male,Mobile,Social
U03248,2024-05-03,India,Hyderabad,25-34,Female,Desktop,Paid Ads
U03249,2024-04-05,India,Chennai,35-44,Male,Mobile,Organic
U03250,2022-01-10,Canada,Quebec City,18-24,Male,Mobile,Paid Ads
U03251,2024-09-06,USA,Philadelphia,35-44,Male,Tablet,Social
U03252,2024-10-03,Germany,Stuttgart,35-44,Male,Desktop,Organic
U03253,2024-04-17,India,Chennai,45-60,Female,Mobile,Social
U03254,2023-03-10,USA,Phoenix,18-24,Female,Mobile,Organic
U03255,2024-06-24,Germany,Berlin,45-60,Male,Tablet,Paid Ads
U03256,2023-01-12,Canada,Edmonton,25-34,Male,Mobile,Paid Ads
U03257,2024-05-01,UK,Sheffield,25-34,Male,Mobile,Organic
U03258,2024-07-18,India,Chennai,25-34,Male,Mobile,Paid Ads
U03259,2024-02-19,UK,Leeds,35-44,Female,Mobile,Social
U03260,2024-10-22,India,Bangalore,45-60,Male,Mobile,Social
U03261,2023-09-20,USA,Phoenix,25-34,Male,Desktop,Referral
U03262,2023-12-04,USA,Los Angeles,45-60,Male,Mobile,Social
U03263,2024-06-15,USA,San Antonio,25-34,Male,Mobile,Referral
U03264,2024-02-09,UK,Bristol,25-34,Male,Mobile,Paid Ads
U03265,2023-08-06,UK,Liverpool,25-34,Female,Mobile,Paid Ads
U03266,2024-08-12,India,Pune,25-34,Male,Desktop,Organic
U03267,2024-01-18,USA,Los Angeles,45-60,Male,Tablet,Organic
U03268,2024-12-23,UK,Liverpool,35-44,Male,Desktop,Organic
U03269,2024-01-15,India,Mumbai,25-34,Female,Mobile,Social
U03270,2023-01-19,India,Delhi,35-44,Male,Mobile,Social
U03271,2022-12-09,India,Mumbai,25-34,Male,Desktop,Organic
U03272,2024-04-22,USA,Los Angeles,18-24,Female,Mobile,Social
U03273,2024-04-24,Germany,Frankfurt,25-34,Female,Desktop,Paid Ads
U03274,2024-08-13,India,Hyderabad,35-44,Male,Tablet,Organic
U03275,2024-01-16,USA,New York,45-60,Male,Mobile,Organic
U03276,2024-10-13,UK,Leeds,18-24,Male,Desktop,Organic
U03277,2024-03-01,India,Ahmedabad,25-34,Female,Mobile,Organic
U03278,2024-11-18,Australia,Sydney,18-24,Female,Desktop,Social
U03279,2024-01-22,India,Chennai,18-24,Male,Desktop,Social
U03280,2023-09-03,Canada,Ottawa,35-44,Male,Mobile,Organic
U03281,2023-10-17,India,Hyderabad,25-34,Female,Desktop,Organic
U03282,2024-12-22,India,Bangalore,35-44,Male,Desktop,Paid Ads
U03283,2023-09-05,India,Chennai,25-34,Male,Mobile,Social
U03284,2024-07-25,India,Bangalore,18-24,Female,Tablet,Organic
U03285,2024-12-06,Canada,Quebec City,25-34,Male,Mobile,Paid Ads
U03286,2024-08-21,India,Chennai,18-24,Female,Tablet,Social
U03287,2023-01-17,USA,New York,45-60,Female,Mobile,Social
U03288,2022-05-17,India,Mumbai,18-24,Female,Mobile,Social
U03289,2022-02-27,Canada,Vancouver,18-24,Female,Mobile,Organic
U03290,2024-01-01,Canada,Ottawa,35-44,Male,Mobile,Social
U03291,2022-03-07,USA,Philadelphia,45-60,Female,Mobile,Organic
U03292,2024-07-22,India,Bangalore,45-60,Female,Mobile,Paid Ads
U03293,2024-01-16,USA,San Antonio,25-34,Male,Tablet,Organic
U03294,2024-11-05,India,Delhi,18-24,Male,Mobile,Social
U03295,2024-02-16,India,Chennai,35-44,Female,Mobile,Organic
U03296,2023-02-04,USA,New York,35-44,Male,Desktop,Social
U03297,2024-04-11,Germany,Hamburg,25-34,Male,Desktop,Social
U03298,2024-12-14,Australia,Gold Coast,25-34,Male,Desktop,Social
U03299,2023-03-13,USA,Philadelphia,18-24,Male,Mobile,Social
U03300,2024-03-27,USA,Houston,18-24,Female,Desktop,Paid Ads
U03301,2023-10-24,Germany,Frankfurt,25-34,Male,Mobile,Social
U03302,2024-05-27,USA,New York,18-24,Male,Tablet,Organic
U03303,2024-03-08,USA,Chicago,18-24,Female,Desktop,Social
U03304,2022-11-21,Australia,Brisbane,25-34,Female,Desktop,Social
U03305,2024-07-20,India,Chennai,25-34,Female,Desktop,Paid Ads
U03306,2024-05-15,India,Bangalore,18-24,Male,Mobile,Referral
U03307,2024-04-18,USA,Los Angeles,25-34,Male,Desktop,Paid Ads
U03308,2024-12-07,India,Kolkata,45-60,Female,Mobile,Organic
U03309,2024-03-21,India,Ahmedabad,18-24,Male,Mobile,Organic
U03310,2022-12-19,USA,Philadelphia,35-44,Male,Mobile,Organic
U03311,2023-04-25,USA,Chicago,35-44,Female,Mobile,Organic
U03312,2022-12-09,Germany,Munich,25-34,Male,Desktop,Organic
U03313,2024-02-11,India,Chennai,18-24,Female,Mobile,Paid Ads
U03314,2024-01-27,India,Hyderabad,18-24,Female,Mobile,Social
U03315,2024-03-10,India,Bangalore,35-44,Male,Desktop,Organic
U03316,2024-11-14,USA,Houston,25-34,Male,Mobile,Paid Ads
U03317,2022-02-16,UK,Birmingham,25-34,Male,Mobile,Organic
U03318,2023-01-27,USA,Philadelphia,35-44,Male,Mobile,Social
U03319,2022-01-08,India,Pune,35-44,Other,Mobile,Referral
U03320,2023-02-01,USA,Los Angeles,25-34,Female,Mobile,Paid Ads
U03321,2023-09-12,USA,Los Angeles,35-44,Male,Mobile,Social
U03322,2024-05-03,India,Mumbai,25-34,Male,Mobile,Paid Ads
U03323,2023-09-02,USA,Philadelphia,35-44,Male,Mobile,Organic
U03324,2022-08-16,USA,Phoenix,18-24,Female,Mobile,Organic
U03325,2023-11-04,Germany,Cologne,35-44,Female,Tablet,Social
U03326,2023-06-02,Canada,Quebec City,25-34,Male,Tablet,Paid Ads
U03327,2024-01-12,UK,Bristol,25-34,Female,Mobile,Referral
U03328,2024-10-27,Australia,Adelaide,18-24,Male,Mobile,Referral
U03329,2024-05-24,UK,London,35-44,Male,Desktop,Organic
U03330,2024-12-17,Australia,Melbourne,18-24,Male,Mobile,Paid Ads
U03331,2023-01-20,India,Chennai,18-24,Female,Mobile,Paid Ads
U03332,2024-07-21,USA,San Antonio,18-24,Male,Mobile,Social
U03333,2023-10-10,UK,Leeds,18-24,Female,Mobile,Social
U03334,2023-11-20,USA,Los Angeles,35-44,Male,Tablet,Paid Ads
U03335,2023-08-08,India,Delhi,45-60,Female,Desktop,Social
U03336,2023-08-18,India,Ahmedabad,35-44,Male,Mobile,Paid Ads
U03337,2023-07-25,India,Bangalore,45-60,Male,Mobile,Referral
U03338,2023-02-18,India,Chennai,18-24,Male,Mobile,Organic
U03339,2024-05-18,India,Delhi,18-24,Female,Desktop,Organic
U03340,2022-04-02,USA,Los Angeles,25-34,Female,Mobile,Paid Ads
U03341,2023-05-12,Canada,Montreal,45-60,Male,Mobile,Organic
U03342,2024-10-10,UK,Birmingham,35-44,Male,Mobile,Paid Ads
U03343,2023-09-08,Canada,Vancouver,25-34,Female,Mobile,Organic
U03344,2023-04-19,Australia,Gold Coast,18-24,Male,Tablet,Paid Ads
U03345,2024-12-10,USA,New York,18-24,Female,Desktop,Organic
U03346,2023-08-11,India,Chennai,25-34,Female,Mobile,Organic
U03347,2022-08-14,India,Ahmedabad,35-44,Female,Mobile,Paid Ads
U03348,2024-02-26,Australia,Sydney,18-24,Female,Mobile,Social
U03349,2023-06-15,India,Pune,45-60,Female,Desktop,Social
U03350,2024-05-24,UK,Manchester,45-60,Male,Mobile,Organic
U03351,2024-02-23,India,Hyderabad,45-60,Male,Mobile,Paid Ads
U03352,2023-12-10,Australia,Gold Coast,45-60,Male,Mobile,Referral
U03353,2024-10-04,USA,New York,18-24,Female,Mobile,Paid Ads
U03354,2024-04-07,Canada,Montreal,45-60,Female,Desktop,Paid Ads
U03355,2023-07-11,India,Pune,25-34,Male,Mobile,Referral
U03356,2024-01-24,India,Delhi,45-60,Female,Mobile,Organic
U03357,2023-09-22,USA,Philadelphia,18-24,Male,Desktop,Social
U03358,2024-10-22,Germany,Berlin,25-34,Female,Desktop,Organic
U03359,2022-12-03,USA,New York,18-24,Male,Mobile,Social
U03360,2024-01-05,Australia,Perth,18-24,Female,Mobile,Organic
U03361,2023-12-26,Canada,Calgary,45-60,Male,Desktop,Referral
U03362,2024-05-02,Canada,Edmonton,35-44,Female,Mobile,Social
U03363,2022-07-12,USA,Houston,25-34,Male,Desktop,Organic
U03364,2023-08-21,India,Bangalore,25-34,Male,Mobile,Social
U03365,2024-02-05,India,Kolkata,35-44,Female,Mobile,Referral
U03366,2024-04-07,Germany,Cologne,25-34,Female,Mobile,Organic
U03367,2024-02-04,Germany,Cologne,35-44,Other,Mobile,Referral
U03368,2024-04-11,UK,Birmingham,25-34,Female,Mobile,Paid Ads
U03369,2024-06-22,India,Kolkata,35-44,Male,Desktop,Organic
U03370,2024-06-09,India,Delhi,45-60,Female,Mobile,Organic
U03371,2023-12-04,Germany,Dusseldorf,25-34,Female,Mobile,Social
U03372,2024-02-27,India,Ahmedabad,25-34,Female,Desktop,Referral
U03373,2024-11-22,Canada,Quebec City,45-60,Male,Mobile,Social
U03374,2024-04-28,India,Hyderabad,45-60,Female,Desktop,Paid Ads
U03375,2024-04-09,USA,Los Angeles,45-60,Female,Desktop,Referral
U03376,2023-01-26,Canada,Calgary,25-34,Female,Mobile,Paid Ads
U03377,2023-02-12,India,Delhi,25-34,Male,Mobile,Organic
U03378,2024-03-16,India,Mumbai,25-34,Female,Tablet,Organic
U03379,2024-11-01,Germany,Hamburg,18-24,Male,Mobile,Referral
U03380,2024-05-08,UK,London,35-44,Male,Desktop,Paid Ads
U03381,2024-11-01,UK,Birmingham,25-34,Female,Desktop,Organic
U03382,2024-08-20,UK,Birmingham,35-44,Female,Mobile,Paid Ads
U03383,2023-06-19,India,Delhi,45-60,Male,Mobile,Paid Ads
U03384,2024-03-04,India,Delhi,45-60,Male,Tablet,Organic
U03385,2023-06-14,USA,Chicago,18-24,Male,Desktop,Organic
U03386,2023-07-23,India,Bangalore,25-34,Male,Desktop,Organic
U03387,2024-06-14,USA,Houston,35-44,Male,Mobile,Organic
U03388,2024-10-09,Canada,Vancouver,25-34,Male,Desktop,Social
U03389,2023-06-09,India,Delhi,35-44,Male,Desktop,Organic
U03390,2023-01-26,UK,Leeds,45-60,Female,Desktop,Paid Ads
U03391,2024-03-17,India,Delhi,25-34,Male,Mobile,Social
U03392,2023-07-15,India,Chennai,25-34,Male,Mobile,Paid Ads
U03393,2024-04-10,USA,Phoenix,25-34,Female,Mobile,Organic
U03394,2024-12-17,Canada,Ottawa,35-44,Female,Desktop,Paid Ads
U03395,2024-04-09,India,Ahmedabad,25-34,Male,Mobile,Paid Ads
U03396,2024-07-04,USA,Philadelphia,35-44,Male,Mobile,Organic
U03397,2023-09-28,UK,London,45-60,Female,Mobile,Paid Ads
U03398,2024-11-14,India,Kolkata,25-34,Male,Mobile,Paid Ads
U03399,2023-02-03,USA,Philadelphia,45-60,Female,Desktop,Organic
U03400,2024-09-25,Australia,Melbourne,35-44,Male,Mobile,Social
U03401,2023-03-21,USA,Phoenix,45-60,Other,Mobile,Organic
U03402,2024-06-12,India,Kolkata,18-24,Female,Desktop,Paid Ads
U03403,2023-04-22,USA,Los Angeles,25-34,Male,Desktop,Social
U03404,2023-01-01,USA,New York,25-34,Male,Tablet,Social
U03405,2023-09-01,India,Delhi,25-34,Female,Mobile,Paid Ads
U03406,2023-11-13,India,Chennai,18-24,Male,Desktop,Social
U03407,2024-06-14,India,Hyderabad,45-60,Male,Mobile,Social
U03408,2023-08-16,India,Hyderabad,25-34,Male,Desktop,Paid Ads
U03409,2024-02-07,India,Kolkata,45-60,Female,Desktop,Social
U03410,2024-07-10,USA,Philadelphia,25-34,Female,Desktop,Organic
U03411,2024-06-15,India,Pune,18-24,Male,Mobile,Paid Ads
U03412,2023-02-08,Australia,Gold Coast,25-34,Female,Tablet,Social
U03413,2023-02-11,USA,Chicago,45-60,Female,Tablet,Social
U03414,2024-04-24,Australia,Brisbane,25-34,Female,Mobile,Organic
U03415,2023-04-14,USA,Los Angeles,18-24,Female,Mobile,Paid Ads
U03416,2022-03-13,India,Delhi,45-60,Female,Desktop,Organic
U03417,2024-08-23,USA,New York,25-34,Other,Mobile,Paid Ads
U03418,2024-07-13,Canada,Calgary,35-44,Male,Mobile,Organic
U03419,2024-02-27,India,Ahmedabad,25-34,Male,Mobile,Social
U03420,2023-03-09,India,Bangalore,25-34,Male,Mobile,Organic
U03421,2024-10-17,India,Mumbai,25-34,Male,Mobile,Organic
